title,abstract,date,section,url
California to Ban the Sale of New Gasoline Cars,"The decision, to take effect by 2035, will very likely speed a wider transition to electric vehicles because many other states follow California’s standards.",2022-08-24,Climate,https://www.nytimes.com/2022/08/24/climate/california-gas-cars-emissions.html
Harvey Hit 5 Years Ago. Its Floodwaters Did Not Strike Equitably.,"A new study on the catastrophic storm found that up to 50,000 homes would have been spared flooding from Harvey in a world without climate change.",2022-08-25,Climate,https://www.nytimes.com/2022/08/25/climate/hurricane-harvey-climate-change.html
Webb Telescope Sees a Carbon Dioxide Atmosphere Way Out There,"WASP-39b, a distant world with a mass equivalent to Saturn’s, is the first exoplanet known to harbor the gas.",2022-08-26,Science,https://www.nytimes.com/2022/08/26/science/space/webb-telescope-wasp-exoplanet.html
A smarter transition to electric vehicles,"E.V.s will bring down emissions, but the materials needed to build them have other environmental costs. We explain why, and talk about ways to limit the harm.",2022-08-26,Climate,https://www.nytimes.com/2022/08/26/climate/lithium-electric-car-batteries.html
"E.P.A. to Designate PFAS, or ‘Forever Chemicals,’ as Hazardous",A proposed rule would require companies to report spills of two toxic chemicals that have been linked to cancer.,2022-08-26,Climate,https://www.nytimes.com/2022/08/26/climate/epa-pfas-forever-chemicals-hazardous.html
Here Are the Challenges Ahead for California’s Ban on Gas Cars,"Enforcement could be complex and legal challenges are likely. But ultimately, experts say, success or failure will depend on steady supply and buyers’ appetite.",2022-08-26,Climate,https://www.nytimes.com/2022/08/26/climate/california-electric-gasoline-car-ban-enforcement.html
Why NASA Is Going Back to the Moon,"The agency is set to launch a massive rocket on Monday, kicking off a return to Earth’s closest neighbor after many scientists and policymakers had once moved on.",2022-08-28,Science,https://www.nytimes.com/2022/08/28/science/nasa-moon-rocket-launch.html
New Research Forecasts More Dire Sea Level Rise as Greenland’s Ice Melts,The study reached a more drastic conclusion than earlier assessments in part because it used a different method to gauge ice loss.,2022-08-29,Climate,https://www.nytimes.com/2022/08/29/climate/greenland-ice-sea-levels.html
Deadly Floods Devastate an Already Fragile Pakistan,"More than 1,100 have died as record monsoon rains inundate the country, washing away bridges, roads and crop fields. Much of Pakistan is underwater.",2022-08-29,Climate,https://www.nytimes.com/2022/08/29/climate/pakistan-floods-monsoon.html
Why Pakistan was hit so hard,"Floods have killed at least 1,100 and submerged about a third of the country. We explain the factors making it so bad.",2022-08-30,Climate,https://www.nytimes.com/2022/08/30/climate/pakistan-floods.html
Why Do Some People in New Jersey Suddenly Have Bags and Bags of Bags?,"A ban on single-use plastic and paper bags in grocery stores had an unintended effect: Delivery services switched to heavy, reusable sacks — lots of them.",2022-09-01,Climate,https://www.nytimes.com/2022/09/01/climate/paper-plastic-bag-ban-new-jersey.html
California Approves a Wave of Aggressive New Climate Measures,"After lobbying by the governor, lawmakers adopted $54 billion in climate spending and voted to keep open the state’s last nuclear plant.",2022-09-01,Climate,https://www.nytimes.com/2022/09/01/climate/california-lawmakers-climate-legislation.html
A Times Climate Event: Can Technology and Art Inspire Change?,"Hear from business leaders like Laurene Powell Jobs and John Doerr, along with storytellers and food innovators in a livestreamed Times event in San Francisco.",2022-09-02,Climate,https://www.nytimes.com/article/climate-event.html
"Gina McCarthy, Biden’s Top Climate Adviser, to Step Down Sept. 16","As the country’s first national climate adviser, Ms. McCarthy helped seed climate policy throughout the federal government.",2022-09-02,Climate,https://www.nytimes.com/2022/09/02/climate/gina-mccarthy-resignation.html
"Biden, Remaking Climate Team, Picks John Podesta to Guide Spending","Mr. Podesta, a Democratic stalwart, will oversee $370 billion in clean energy investments. Gina McCarthy, the president’s domestic climate adviser, is stepping down.",2022-09-02,Climate,https://www.nytimes.com/2022/09/02/climate/john-podesta-climate-biden.html
A mother-daughter generational divide,"My mom loves cars, but I despise them. Our yearslong debate is a window into the connection between our personal choices and the future of our climate.",2022-09-02,Climate,https://www.nytimes.com/2022/09/02/climate/generational-divides-climate.html
Hawaii Closes Its Last Coal-Fired Power Plant,A state law bans the use of coal for energy production beginning next year.,2022-09-02,Climate,https://www.nytimes.com/2022/09/02/climate/hawail-coal-plant-shuts.html
Dressing for Hot: How a Warming Planet Is Changing What We Wear,"A climate reporter in Washington set out to test clothes designed for keeping cool. He found a few good (but pricey) options, along with some questionable claims.",2022-09-03,Climate,https://www.nytimes.com/2022/09/03/climate/cooling-clothes-climate-change.html
Climate Change Is Ravaging the Colorado River. There’s a Model to Avert the Worst.,Success in the Yakima River Basin in Washington holds lessons for the seven states at war over water in the American West.,2022-09-05,Climate,https://www.nytimes.com/2022/09/05/climate/colorado-river-yakima-lessons-climate.html
"It Was War. Then, a Rancher’s Truce With Some Pesky Beavers Paid Off.",The ‘highly skilled environmental engineers’ can help to store precious water and rejuvenate land ravaged by climate change. Just don’t dynamite their homes.,2022-09-06,Climate,https://www.nytimes.com/2022/09/06/climate/climate-change-beavers.html
The tough job of building institutions,Chileans rejected a proposed constitution that would have been the first to confront climate change. But they are not done.,2022-09-06,Climate,https://www.nytimes.com/2022/09/06/climate/chile-constitution-climate.html
How Tree Rings Helped Identify a Rhode Island Whaler Lost at Sea,"A whaling ship known as the Dolphin left the shores of Warren, R.I., in 1858, never to return. Researchers say they found its wooden planks and timber pieces in Argentina.",2022-09-07,Science,https://www.nytimes.com/2022/09/07/science/shipwreck-patagonia-rhode-island-whaler.html
How to Save a Forest by Burning It,Prescribed burns are key to reducing the risk of catastrophic wildfires. Scientists are using high-tech tools to ensure they can be done safely in a warming world.,2022-09-07,Climate,https://www.nytimes.com/2022/09/07/climate/california-wildfire-prescribed-burn.html
"Failure to Slow Warming Will Set Off Climate ‘Tipping Points,’ Scientists Say","As global warming passes certain limits, dire changes will probably become irreversible, the researchers said, including the loss of polar ice sheets and the death of coral reefs.",2022-09-08,Climate,https://www.nytimes.com/2022/09/08/climate/global-warming-climate-tipping-point.html
"With Drought, ‘Spanish Stonehenge’ Emerges Once Again","The Dolmen of Guadalperal, a Bronze Age stone monument newly exposed by plummeting water levels in Europe, is now imperiled by tourists.",2022-09-09,Science,https://www.nytimes.com/2022/09/09/science/stonehenge-spain-guadalperal-archaeology.html
The Burn Test,Can controlled fires protect forests? California is about to find out.,2022-09-09,Climate,https://www.nytimes.com/2022/09/09/climate/the-burn-test.html
"At 75, the Father of Environmental Justice Meets the Moment",The White House has pledged $60 billion to a cause Robert Bullard has championed since the late seventies. He wants guarantees that the money will end up in the right hands.,2022-09-12,Climate,https://www.nytimes.com/2022/09/12/climate/robert-bullard-environmental-justice.html
The crown and climate,Britain has been one of the main contributors to global warming. We look at the new king’s environmental credentials.,2022-09-13,Climate,https://www.nytimes.com/2022/09/13/climate/king-charles-climate.html
How the New Climate Law Can Save You Thousands of Dollars,"Rebates and tax credits can lower the cost of solar panels, energy-efficient appliances and electric vehicles.",2022-09-13,Climate,https://www.nytimes.com/2022/09/13/climate/climate-law-tax-credits.html
An Oily Challenge: Evict Stinky Old Furnaces in Favor of Heat Pumps,"Building by building, New York and other cities are trying to stop the age-old use of fossil fuels to heat homes and buildings. In the U.S., new climate laws aim to speed things up.",2022-09-14,Climate,https://www.nytimes.com/2022/09/14/climate/oil-gas-furnace-heat-pump.html
"Where the New Climate Law Means More Drilling, Not Less",A compromise built into the law ensures oil and gas leasing in the Gulf of Mexico for the next decade. Activists say the region has been “sacrificed” to fossil fuels.,2022-09-14,Climate,https://www.nytimes.com/2022/09/14/climate/louisiana-gulf-drilling-fishing.html
"Oil Executives Privately Contradicted Public Statements on Climate, Files Show","The documents, subpoenaed in a House investigation of climate disinformation, show company leaders contravening industry commitments.",2022-09-14,Climate,https://www.nytimes.com/2022/09/14/climate/oil-industry-documents-disinformation.html
Billionaire No More: Patagonia Founder Gives Away the Company,Yvon Chouinard has forfeited ownership of the company he founded 49 years ago. The profits will now be used to fight climate change.,2022-09-14,Climate,https://www.nytimes.com/2022/09/14/climate/patagonia-climate-philanthropy-chouinard.html
"Facing Budget Shortfalls, These Schools Are Turning to the Sun","Public schools are increasingly using savings from solar energy to upgrade facilities, help their communities, and give teachers raises — often with no cost to taxpayers.",2022-09-15,Climate,https://www.nytimes.com/2022/09/15/climate/solar-energy-school-funding.html
"In a First Study of Pakistan’s Floods, Scientists See Climate Change at Work",A growing field called attribution science is helping researchers rapidly assess the links between global warming and weather disasters.,2022-09-15,Climate,https://www.nytimes.com/2022/09/15/climate/pakistan-floods-global-warming.html
"In ‘Cancer Alley,’ Judge Blocks Huge Petrochemical Plant","The company, an affiliate of Formosa Plastics, said it intended to move forward with the $9.4 billion complex in St. James Parish despite the ruling.",2022-09-15,Climate,https://www.nytimes.com/2022/09/15/climate/louisiana-judge-blocks-formosa-plant.html
"At Old Coal Mines, the American Chestnut Tries for a Comeback","Across Appalachia, scientists and foresters are trying to reintroduce a hybrid version, helping to revive damaged land while also bringing back a beloved tree.",2022-09-16,Climate,https://www.nytimes.com/2022/09/16/climate/coal-mine-american-chestnut.html
The climate philanthropists,The founder of the Patagonia clothing company is handing the business to a nonprofit group. We look at climate giving and why this move is different.,2022-09-16,Climate,https://www.nytimes.com/2022/09/16/climate/yvon-chouinard-patagonia-philanthropy.html
Three Reasons Puerto Rico Is in the Dark,Hurricane Fiona’s devastation partly reflects several factors that preceded the storm.,2022-09-19,Climate,https://www.nytimes.com/2022/09/19/climate/puerto-rico-hurricane-fiona.html
Who gets to use gas?,"Some African countries, which have done little to cause the climate crisis, say they should. Many climate activists on the continent call the idea “folly.” We unpack the debate.",2022-09-20,Climate,https://www.nytimes.com/2022/09/20/climate/who-gets-to-use-gas.html
"Lots of Food Gets Tossed. These Apps Let You Buy It, Cheap.",Several companies say they are tackling food waste by connecting people with unsold food from restaurants and grocery stores.,2022-09-20,Climate,https://www.nytimes.com/2022/09/20/climate/food-waste-app.html
Saving Whales From Ship Collisions With Warnings and Letter Grades,"Four whales have died near San Francisco this year after ships crashed into them, and scientists hope to drive that number to zero with new technology.",2022-09-21,Science,https://www.nytimes.com/2022/09/21/science/whale-safe-san-francisco.html
Senate Ratifies Pact to Curb a Broad Category of Potent Greenhouse Gases,"In a bipartisan vote, lawmakers voted to join an international agreement to phase out the hydrofluorocarbons commonly found in refrigerators and air-conditioners.",2022-09-21,Climate,https://www.nytimes.com/2022/09/21/climate/hydrofluorocarbons-hfcs-kigali-amendment.html
"World Bank Leader, Accused of Climate Denial, Offers a New Response","David Malpass touched off a furor, including calls for his removal, when he refused to acknowledge that fossil fuels are warming the planet.",2022-09-22,Climate,https://www.nytimes.com/2022/09/22/climate/malpass-world-bank-climate.html
The Tonga Volcano Shook the World. It May Also Affect the Climate.,"Scientists say water vapor injected into the stratosphere by the volcanic eruption in January may have a slight, though temporary, warming effect.",2022-09-22,Climate,https://www.nytimes.com/2022/09/22/climate/tonga-volcano-climate.html
3 Chimpanzees Kidnapped for Ransom From Congo Sanctuary,"In a country where wildlife trafficking already runs rampant, conservationists fear that ransoming of animals may become a common tactic used by criminals.",2022-09-23,Science,https://www.nytimes.com/2022/09/23/science/chimps-kidnapping-congo.html
A global ‘disconnect’ in full view,World leaders gathered in New York this week. Developing countries took the opportunity to demand more support and stronger action.,2022-09-23,Climate,https://www.nytimes.com/2022/09/23/climate/unga-climate-week.html
E.P.A. Will Make Racial Equality a Bigger Factor in Environmental Rules,The agency is creating an office of environmental justice to address the disproportionate harm that climate change has caused in low-income areas and communities of color.,2022-09-24,Climate,https://www.nytimes.com/2022/09/24/climate/environmental-justice-epa.html
"A ‘Nightmare’ for Forecasters: Here’s Why Hurricanes Are Getting Stronger, Faster","Storms that intensify quickly and unpredictably present a big problem for public safety officials, who have less time to assess threats.",2022-09-26,Climate,https://www.nytimes.com/2022/09/26/climate/hurricane-ian-rapid-intensification.html
Who pays for climate havoc?,There’s growing grievance against a global system that saddles developing countries with debt after extreme weather disasters.,2022-09-27,Climate,https://www.nytimes.com/2022/09/27/climate/climate-imf-world-bank.html
"Hospitals in Coastal Cities Risk Flooding Even in ‘Weak’ Hurricanes, Study Finds","In a third of the 78 cities examined on the Atlantic and Gulf coasts, half or more of hospitals were at risk from a Category 2 storm, the researchers said.",2022-09-29,Climate,https://www.nytimes.com/2022/09/29/climate/coastal-hospitals-hurricane-flooding.html
Hurricane Ian’s Toll Is Severe. Lack of Insurance Will Make It Worse.,"In Florida’s hardest-hit counties, fewer than 1 in 5 homes have flood insurance. That means communities will struggle to rebuild, experts warn.",2022-09-29,Climate,https://www.nytimes.com/2022/09/29/climate/hurricane-ian-flood-insurance.html
"Methane Might Be a Bigger Climate Problem Than Thought, Study Finds","Flaring, meant to burn off the planet-warming gas at industrial sites, doesn’t always work as intended, according to researchers.",2022-09-29,Climate,https://www.nytimes.com/2022/09/29/climate/gas-flaring-climate-methane.html
Downpours From Ian Prompt Florida Treatment Plants to Release Waste,Concern turns to industrial sites and huge farms farther north as the storm heads toward South Carolina.,2022-09-29,Climate,https://www.nytimes.com/2022/09/29/climate/hurricane-ian-toxic-waste.html
Billion-dollar disasters,Hurricane Ian is all but certain to join a growing list of very costly storms.,2022-09-30,Climate,https://www.nytimes.com/2022/09/30/climate/hurricane-ian-damage-cost.html
Three Ways to Build Back Smarter After Hurricane Ian,Big storms are becoming more common. That makes it crucial to take climate change into account when rebuilding.,2022-10-03,Climate,https://www.nytimes.com/2022/10/03/climate/hurricane-ian-rebuilding.html
Meet the Band of TV Animals That’s Talking to Preschoolers About Climate,"There are few books, shows or other tools to help parents and teachers talk to preschoolers about global warming. “Octonauts: Above and Beyond” is one of the first to try.",2022-10-04,Climate,https://www.nytimes.com/2022/10/04/climate/octonauts-climate-change-preschool.html
Where defending nature can be deadly,No region is more dangerous for environmentalists than Latin America. We explain why it’s getting worse.,2022-10-04,Climate,https://www.nytimes.com/2022/10/04/climate/environmental-crime-latin-america.html
Florida Leaders Rejected Major Climate Laws. Now They’re Seeking Storm Aid.,"Senior Republican politicians in the state have opposed federal action against global warming, which is making storms like Hurricane Ian more destructive.",2022-10-04,Climate,https://www.nytimes.com/2022/10/04/climate/florida-republicans-climate-hurricane-ian.html
"After the Storm, the Mold: Warming Is Worsening Another Costly Disaster","Mold in homes is a costly crisis that often accompanies hurricanes and flooding, and climate change is amplifying the rain that feeds outbreaks.",2022-10-04,Climate,https://www.nytimes.com/2022/10/04/climate/hurricane-ian-mold-home-remediation.html
"Climate Change Made Summer Hotter and Drier Worldwide, Study Finds","Europe, China and North America were parched by extreme heat that would have been ‘virtually impossible’ without the effects of global warming, scientists said.",2022-10-05,Climate,https://www.nytimes.com/2022/10/05/climate/climate-change-europe-drought.html
Experiencing the majestic monsoon,Scientists warn that global warming is altering South Asia’s epic rainy season in dangerous ways. Our reporter went to investigate.,2022-10-07,Climate,https://www.nytimes.com/2022/10/07/climate/monsoon-nyt-climate-newsletter.html
Nations Agree to Curb Emissions From Flying by 2050,"The agreement, years in the making, is a milestone in the effort to reduce greenhouse gas emissions from airplanes worldwide.",2022-10-07,Climate,https://www.nytimes.com/2022/10/07/climate/aviation-emissions-net-zero.html
Tell Us: What Questions About Climate Change Can We Answer?,"There is no question too basic, or too big. Your suggestions will be used to help guide the Times’s climate coverage.",2022-10-07,Climate,https://www.nytimes.com/2022/10/07/climate/climate-change-questions-faq.html
"They’re ‘World Champions’ of Banishing Water. Now, the Dutch Need to Keep It.","As climate change dries out Europe, the Netherlands, a country long shaped by its overabundance of water, is suddenly confronting drought.",2022-10-10,Climate,https://www.nytimes.com/2022/10/10/climate/netherlands-drought-climate-change.html
Four high-stakes elections,Here’s what key votes around the world mean for climate action. Or inaction.,2022-10-11,Climate,https://www.nytimes.com/2022/10/11/climate/elections-climate-change.html
Researchers Report a Staggering Decline in Wildlife. Here’s How to Understand It.,The latest update to an important assessment found that populations had declined by an average of 69 percent since 1970. But that might not mean what you think.,2022-10-12,Climate,https://www.nytimes.com/2022/10/12/climate/living-planet-index-wildlife-declines.html
Inside the Global Effort to Keep Perfectly Good Food Out of the Dump,"Around the world, lawmakers and entrepreneurs are taking steps to tackle two of humanity’s most pressing problems: hunger and climate change.",2022-10-13,Climate,https://www.nytimes.com/2022/10/13/climate/global-food-waste-solutions.html
Why Ian May Push Florida Real Estate Out of Reach for All but the Super Rich,"The hurricane’s record-breaking cost will make it even harder for many to get insurance, experts say — threatening home sales, mortgages and construction.",2022-10-13,Climate,https://www.nytimes.com/2022/10/13/climate/florida-real-estate-hurricane-ian.html
Food waste solutions,"Around the world, lawmakers and entrepreneurs are taking steps to tackle two of humanity’s most pressing problems: hunger and climate change.",2022-10-14,Climate,https://www.nytimes.com/2022/10/14/climate/food-waste-solutions.html
20 Nations at High Risk From Global Warming Might Halt Debt Payments,The countries want their collective $685 billion in debts forgiven so the money can be invested in climate projects.,2022-10-14,Climate,https://www.nytimes.com/2022/10/14/climate/climate-disasters-poor-nations-iimf.html
Storm Brings Taste of Winter to Great Lakes With Snow and Towering Waves,The storm is expected to taper off after blasting Michigan with over a foot of snow in areas and Lake Superior with waves of up to 15 feet.,2022-10-17,Climate,https://www.nytimes.com/2022/10/17/climate/michigan-winter-storm-severe-weather.html
Can China’s leader deliver?,"A party congress appears set to give Xi Jinping five more years in power. He has big goals for cutting greenhouse gas emissions, and big challenges.",2022-10-18,Climate,https://www.nytimes.com/2022/10/18/climate/china-xi-jinping-climate.html
Researchers Find Benzene and Other Dangers in Gas Piped to California Homes,"A new study estimated that each year California gas appliances and infrastructure leak the same amount of benzene as is emitted by nearly 60,000 cars.",2022-10-20,Climate,https://www.nytimes.com/2022/10/20/climate/gas-stove-benzene-california.html
"There’s Something in the Water in Virginia. Before You Say ‘Yuck,’ Wait.","A crucial aquifer is running low, so officials are pumping in treated sewage. It’s an increasingly common strategy as heavy demand and climate change strain water supplies.",2022-10-20,Climate,https://www.nytimes.com/2022/10/20/climate/treated-sewage-virginia-aquifer.html
Your stories: Generational differences,"We invited you to talk about your families and climate. Today, we’re sharing a few of the responses.",2022-10-21,Climate,https://www.nytimes.com/2022/10/21/climate/reader-stories-generational-differences.html
Emperor Penguins Are Protected Under the Endangered Species Act,"Under the new listing, federal agencies are required to reduce threats to emperor penguins, which are vulnerable to warming temperatures and melting sea ice caused by climate change.",2022-10-25,Science,https://www.nytimes.com/2022/10/25/science/emperor-penguins-threatened-species.html
Some good news on energy,"Renewable sources made up the vast majority of new generating capacity last year, a new report found. But the world’s energy transition still needs to speed up.",2022-10-25,Climate,https://www.nytimes.com/2022/10/25/climate/energy-transition-solar-wind.html
"Climate Pledges Are Falling Short, and a Chaotic Future Looks More Like Reality","With an annual summit next month, the United Nations assessed progress on countries’ past emissions commitments. Severe disruption would be hard to avoid on the current trajectory.",2022-10-26,Climate,https://www.nytimes.com/2022/10/26/climate/un-climate-pledges-warming.html
"When Soup and Mashed Potatoes Are Thrown, Can the Earth Win?",The van Gogh and Monet paintings targeted in recent climate protests were unharmed. But a debate about tactics rages.,2022-10-26,Climate,https://www.nytimes.com/2022/10/26/climate/art-climate-protests-monet.html
"War in Ukraine Likely to Speed, Not Slow, Shift to Clean Energy, I.E.A. Says","While some nations are burning more coal this year in response to natural-gas shortages spurred by Russia’s invasion of Ukraine, that effect is expected to be short-lived.",2022-10-27,Climate,https://www.nytimes.com/2022/10/27/climate/global-clean-energy-iea.html
"A Power Balance Shifts as Europe, Facing a Gas Crisis, Turns to Africa for Help",Officials from Algeria to Mozambique say they hope to take advantage of an abrupt change in a long-unequal relationship.,2022-10-27,Climate,https://www.nytimes.com/2022/10/27/climate/europe-africa-natural-gas.html
Targeting artworks,There’s been a string of protests in museums. We’d like to know your views.,2022-10-28,Climate,https://www.nytimes.com/2022/10/28/climate/climate-protests-museums-paintings.html
"He’s an Outspoken Defender of Meat. Industry Funds His Research, Files Show.","A UC Davis professor runs an academic center that was conceived by a trade group, according to records, and gets most of its funding from farming interests.",2022-10-31,Climate,https://www.nytimes.com/2022/10/31/climate/frank-mitloehner-uc-davis.html
What Is COP27? And Other Questions About the Big U.N. Climate Summit,"With the world still struggling to get global warming under control, diplomats will gather in Egypt for United Nations climate talks. Here are some key facts.",2022-10-31,Climate,https://www.nytimes.com/article/cop27-climate-change-summit.html
"Aging Infrastructure May Create Higher Flood Risk in L.A., Study Finds","Between 197,000 and 874,000 city residents could experience a foot of flooding during an extreme storm, scientists found. Most of them don’t live in beachfront mansions.",2022-10-31,Climate,https://www.nytimes.com/2022/10/31/climate/los-angeles-flood-risk.html
What Lula’s Victory in Brazil Means for Climate,The president-elect once helped slash deforestation rates in the Amazon rainforest. He says he wants to do it again.,2022-10-31,Climate,https://www.nytimes.com/2022/10/31/climate/brazil-election-lula-bolsonaro-climate.html
"In Hunt to Solve ‘Fairy Circle’ Mystery, One Suspect Is Dismissed","Water competition, termites and poisons have all been credited with causing the formations in an African desert’s vegetation, but researchers say a new study discounts one of them.",2022-11-01,Science,https://www.nytimes.com/2022/11/01/science/fairy-circles-cause-water-termites.html
Many States Omit Climate Education. These Teachers Are Trying to Slip It In.,"Around the United States, middle school science standards have minimal references to climate change and teachers on average spend just a few hours a year teaching it.",2022-11-01,Climate,https://www.nytimes.com/2022/11/01/climate/middle-school-education-climate-change.html
What’s next for the Amazon?,The election is over. We talked to people on both sides of Brazil’s political divide about their expectations.,2022-11-01,Climate,https://www.nytimes.com/2022/11/01/climate/amazon-climate-lula-bolsonaro.html
Here’s Where the U.S. Is Testing a New Response to Rising Seas,Native American tribes are competing for the first federal grants designed to help move communities away from high water and other dangers posed by climate change.,2022-11-02,Climate,https://www.nytimes.com/2022/11/02/climate/native-tribes-relocation-climate.html
"Nations Must Increase Funding to Cope With Climate Shocks, U.N. Warns","Failing to help developing nations brace for disruption will lead to increased conflict and widespread suffering, the United Nations wrote in a new report.",2022-11-03,Climate,https://www.nytimes.com/2022/11/03/climate/united-nations-funding-climate-adaptation.html
Can a Nation Replace Its Oil Wealth With Trees?,"Gabon knows its oil won’t last forever, so officials are turning to the Central African nation’s rainforest for revenue — while also promising to preserve it.",2022-11-03,Climate,https://www.nytimes.com/2022/11/03/climate/gabon-logging-oil-economy.html
Her Plan for Putting the World Back Together? Trees.,Diana Beresford-Kroeger’s connection to trees stems from an ancient Irish prophecy she heard in childhood. And she thinks trees are crucial in addressing climate change.,2022-11-03,Climate,https://www.nytimes.com/2022/11/03/climate/trees-climate-diana-beresford-kroeger.html
"A Warming Siberia, Wracked by Wildfires, Nears a Crucial Threshold","Nearly 23 million acres burned from 1982 to 2020. But almost half of that occurred in 2019 and 2020, and the region may be near a threshold beyond which extreme fires become more common.",2022-11-03,Climate,https://www.nytimes.com/2022/11/03/climate/siberia-fires-climate-change.html
"As Other Global Crises Collide, Nations Converge to Address Climate Change",The United States will try to reassert global leadership at global talks in Egypt.,2022-11-04,Climate,https://www.nytimes.com/2022/11/04/climate/united-states-climate-summit.html
What do big polluters owe?,The nations least responsible for climate change are being hit the hardest. They’ll be demanding compensation at the climate summit starting Sunday in Egypt.,2022-11-04,Climate,https://www.nytimes.com/2022/11/04/climate/cop27-loss-and-damage.html
"In a First, U.S. Pays Tribes to Move Away From Climate Threats",The Interior Department has selected the winners of a new competition to relocate communities vulnerable to climate change. It could become a model for the rest of the country.,2022-11-04,Climate,https://www.nytimes.com/2022/11/04/climate/native-americans-relocate-climate-change.html
"Developing Nations Have a Message at Global Climate Talks: Polluters, Pay Up",Poor countries facing climate hazards want the United States and other industrialized nations to compensate them for the harm caused by greenhouse gases.,2022-11-06,Climate,https://www.nytimes.com/2022/11/06/climate/loss-and-damage-climate-cop27.html
Michael Bloomberg announces a new initiative to phase out coal in 25 countries.,"The goal is to see coal plants retired in many developing countries by 2040, with some wealthier countries ending coal use by 2030.",2022-11-07,Climate,https://www.nytimes.com/2022/11/07/climate/michael-bloomberg-announces-a-new-initiative-to-phase-out-coal-in-25-countries.html
"Who’s attending COP27, and who isn’t.","The leaders of some of history’s largest polluters are slated to speak, as are those from countries that are bearing the brunt of the effects of climate change.",2022-11-07,Climate,https://www.nytimes.com/2022/11/07/climate/cop27-attendees-egypt.html
Countries Made Bold Climate Promises Last Year. How Are They Doing?,"At last year’s U.N. climate summit in Glasgow, world leaders pledged to halt deforestation, phase out fossil fuel subsidies and offer up more climate aid. Following through has been tough.",2022-11-07,Climate,https://www.nytimes.com/2022/11/07/climate/glasgow-climate-promises.html
COP27 offers the Egyptian resort of Sharm el Sheikh another moment in the spotlight.,"The Red Sea resort hosting the U.N. climate summit has played a role in international diplomacy, but also suffered tragedy.",2022-11-07,Climate,https://www.nytimes.com/2022/11/07/climate/sharm-el-sheikh-cop27-egypt.html
Coke Is a Sponsor of the Climate Summit in Egypt. Some Activists Aren’t Happy.,They cite recent report that says the company’s production of plastics is increasing.,2022-11-07,Climate,https://www.nytimes.com/2022/11/07/climate/coca-cola-sponsor-cop27-climate-egypt.html
Switzerland Is Paying Poorer Nations to Cut Emissions on Its Behalf,"The agreements raise concerns that other countries will follow suit, delaying more difficult cuts of greenhouse gas emissions in wealthier nations.",2022-11-07,Climate,https://www.nytimes.com/2022/11/07/climate/switzerland-emissions-ghana-peru-ukraine-georgia.html
‘A Reason to Act Faster’: World Leaders Meet on Climate Amid Other Crises,"On the first day of COP27, the U.N. climate talks, world leaders urged each other to move faster to cut the pollution that is warming the planet while recognizing the war in Ukraine’s global energy effects and the unequal effects of climate change to date.",2022-11-07,Climate,https://www.nytimes.com/2022/11/07/climate/climate-change-crisis-cop27.html
A Planned Restart of a Crab Harvest Pits Conservation Against Industry,"After a decade-long ban, the potential revival of crab harvesting in the Delaware Bay poses a threat to shorebirds, naturalists say.",2022-11-08,Science,https://www.nytimes.com/2022/11/08/science/crab-harvest-horseshoe-conservation.html
"Maduro faults capitalism for causing climate change, but doesn’t mention Venezuela’s historic role in oil.",President Nicolás Maduro of Venezuela denounced capitalism and the extraction of natural resources as the causes of climate change during a scorching critique at COP27 on Tuesday that made no mention of his own country’s history as an oil producer.,2022-11-08,Climate,https://www.nytimes.com/2022/11/08/climate/maduro-faults-capitalism-for-causing-climate-change-but-doesnt-mention-venezuelas-historic-role-in-oil.html
Draft Report Offers Starkest View Yet of U.S. Climate Threats,"“The things Americans value most are at risk,” says a draft of the National Climate Assessment, a major federal scientific report slated for release next year.",2022-11-08,Climate,https://www.nytimes.com/2022/11/08/climate/national-climate-assessment.html
Hello From COP27,"Frustration and distrust among leaders are high. But, for the first time, countries have agreed to discuss funding for climate reparations.",2022-11-08,Climate,https://www.nytimes.com/2022/11/08/climate/cop27-egypt-postcard.html
The U.S. has a plan to raise cash for developing nations. Some are skeptical.,"John Kerry, the country’s climate envoy, was expected to announce the carbon offset plan on Wednesday. Payments from companies would go to countries struggling to adopt renewable energy.",2022-11-08,Climate,https://www.nytimes.com/2022/11/08/climate/cop27-carbon-climate-change.html
"After Decades of Resistance, Rich Countries Offer Direct Climate Aid",Several European leaders at COP27 announced funds to help poor nations recover from loss and damage caused by climate change. The United States was silent.,2022-11-08,Climate,https://www.nytimes.com/2022/11/08/climate/loss-and-damage-cop27-climate.html
"Who’s Driving Climate Change? New Data Catalogs 72,000 Polluters and Counting","A nonprofit backed by Al Gore and other big environmental donors says it can track emissions down to individual power plants, oil fields and cargo ships.",2022-11-09,Climate,https://www.nytimes.com/2022/11/09/climate/climate-change-emissions-satellites.html
"After Months of Silence, Chinese and U.S. Climate Envoys Briefly Speak","John Kerry, the top U.S. climate negotiator, has met at least three times with his Chinese counterpart at COP27. Their countries are the planet’s biggest polluters.",2022-11-09,Climate,https://www.nytimes.com/2022/11/09/climate/john-kerry-xie-zhenhua-cop27.html
Credibility Questions Dog World Bank President at Climate Summit,David Malpass has faced continuing criticism from those who question his commitment to climate action as well as the bank’s track record.,2022-11-09,Climate,https://www.nytimes.com/2022/11/09/climate/david-malpass-world-bank-cop27-climate-change.html
